# tri_id  lon  lat  e_ee  e_en  e_nn  e1  e2  azimuth  dilatation  max_shear  second_invariant  e_ee_std  e_en_std  e_nn_std  e1_std  e2_std  dilatation_std  max_shear_std
  198    96.94033   31.86933        -4.524        -2.152        10.218        10.526        -4.831    171.86         5.695         7.679        11.582       1.465       1.075       3.159       2.659       1.796       3.735       1.288
  199    88.66367   31.76800         9.924        -4.315        -9.824        10.826       -10.726    101.80         0.100        10.776        15.239       2.052       3.398       5.413       1.887       5.345       5.853       2.738
  200    88.54500   32.37800        12.202       -10.070       -13.439        15.684       -16.921    109.07        -1.237        16.303        23.072       1.752       1.275       2.706       2.020       2.364       3.269       1.471
  201    89.56267   32.41600        16.251       -12.776       -13.422        20.994       -18.165    110.37         2.829        19.579        27.762       1.929       1.483       2.948       1.256       3.089       3.446       1.610
  202    90.03000   31.80333        17.833       -11.279       -12.256        21.592       -16.015    108.43         5.577        18.803        26.883       1.782       3.327       3.879       1.851       3.930       4.209       2.238
  203    88.16667   30.98700        20.369         9.361         0.188        24.043        -3.485     68.57        20.557        13.764        24.294       3.712       4.155       4.378       6.016       3.930       5.739       4.193
  204    88.49600   31.48267        11.256        -2.800        -8.864        11.639        -9.247     97.78         2.392        10.443        14.865       7.451       4.456       5.139       4.975       6.522       8.923       3.707
  214    82.04900   41.42267         2.143         2.403       -23.828         2.363       -24.048     84.76       -21.685        13.206        24.164       1.071       0.934       1.221       0.975       1.305       1.658       0.799
  218    86.94000   41.30633        11.744        -1.810        -3.203        11.960        -3.419     96.81         8.541         7.690        12.439       3.267       1.989       2.370       2.943       2.484       4.021       1.836
  219    88.10300   39.61567        -3.679         2.761         5.826         6.570        -4.422     15.08         2.147         5.496         7.920       3.190       1.389       1.210       0.697       3.147       3.326       1.559
  220    89.23233   40.43167         6.812        -3.810        -4.637         7.964        -5.789    106.82         2.174         6.877         9.846       0.469       0.416       0.366       0.445       0.415       0.588       0.314
  222    90.41433   39.53033        10.362       -10.011        -8.357        14.708       -12.703    113.46         2.005        13.705        19.434       0.697       0.379       0.659       0.713       0.663       0.978       0.485
  223    88.03067   38.84000         1.586         8.184         7.805        13.450        -4.059     34.60         9.391         8.755        14.049       1.287       3.550       6.485       5.205       4.474       6.663       3.529
  224    85.17400   36.72933        17.674       -18.380       -12.353        26.393       -21.072    115.38         5.321        23.733        33.773       1.862       1.176       0.806       2.242       0.873       2.064       1.353
  225    86.55667   35.43767        11.726       -14.337       -11.301        18.600       -18.176    115.62         0.425        18.388        26.006       1.324       0.566       0.642       0.975       0.769       1.448       0.496
  226    87.35967   38.36133         8.654       -10.500       -14.167        12.750       -18.263    111.31        -5.513        15.507        22.274       0.939       1.226       3.925       1.813       2.915       4.103       1.297
  227    88.60833   36.47800        13.744       -15.594       -11.415        21.200       -18.871    115.55         2.329        20.035        28.382       0.292       0.339       0.699       0.439       0.571       0.731       0.355
  228    88.69467   38.38800        11.469       -15.317       -15.771        18.346       -22.648    114.18        -4.302        20.497        29.146       0.312       0.743       1.121       0.744       1.113       1.128       0.760
  229    84.40700   37.82367         7.619         0.870       -12.264         7.657       -12.302     87.50        -4.645         9.980        14.490       1.678       1.806       2.872       1.809       2.569       3.256       1.512
  230    84.10233   38.45100         9.924         8.495         8.483        17.729         0.677     47.42        18.407         8.526        17.742       3.373       3.207       4.868       6.333       0.994       6.016       3.391
  231    86.56967   39.14133         6.891         1.605         3.069         7.476         2.485     69.98         9.960         2.495         7.878       0.657       0.888       1.287       0.718       1.287       1.470       0.738
  232    85.44733   39.31033         4.680         2.919         4.968         7.746         1.902     43.59         9.648         2.922         7.976       0.925       0.434       0.554       0.531       0.972       1.029       0.591
  233    82.67333   32.91200        20.464        -1.429       -11.595        20.528       -11.659     92.55         8.869        16.093        23.607       2.826       1.383       1.110       2.823       1.171       3.033       1.540
  234    84.08700   46.64367         1.188        -2.243        -8.284         1.693        -8.789    102.67        -7.096         5.241         8.950       1.964       1.830       3.384       2.614       2.773       3.884       1.867
  235    85.03867   45.83300         1.161        -2.512        -2.606         2.417        -3.862    116.57        -1.445         3.140         4.556       1.046       1.530       3.017       1.234       2.759       3.214       1.409
  236    83.69200   41.00933         0.156         1.141        -8.452         0.305        -8.601     82.58        -8.296         4.453         8.606       0.960       0.672       0.449       0.852       0.741       1.090       0.583
